byte	HW_CTR_AVG_ENC	HW_CTR_AVG_DEC	HW_ECB_AVG_ENC	HW_ECB_AVG_DEC	HW_CBC_AVG_ENC	HW_CBC_AVG_DEC	SW_CTR_AVG_ENC	SW_CTR_AVG_DEC	SW_ECB_AVG_ENC	SW_ECB_AVG_DEC	SW_CBC_AVG_ENC	SW_CBC_AVG_DEC
844	0.44725	0.4480625	0.4165625	0.4195	0.449875	0.4501875	4.0635625	4.0636875	3.9859375	4.055125	4.0596875	4.2271875
845	0.44725	0.448625	0.4165625	0.4195	0.450625	0.4521875	4.0650625	4.06525	3.9859375	4.055125	4.0609375	4.228
846	0.4480625	0.4491875	0.4165625	0.4195	0.4525	0.4525	4.065125	4.066625	3.9859375	4.055125	4.0620625	4.2295
847	0.44875	0.4506875	0.4165625	0.4195	0.45325	0.4535625	4.0658125	4.0670625	3.9859375	4.055125	4.06275	4.23
848	0.4419375	0.443375	0.4165625	0.4195	0.4425	0.447	4.062875	4.063625	3.9859375	4.055125	4.057125	4.227875
849	0.4485625	0.4500625	0.4266875	0.429375	0.4530625	0.462	4.1375	4.1380625	4.060625	4.1294375	4.1350625	4.305
850	0.4499375	0.450375	0.4266875	0.429375	0.4545	0.4631875	4.1383125	4.13875	4.060625	4.1294375	4.1358125	4.306375
851	0.450625	0.4515	0.4266875	0.429375	0.45525	0.4634375	4.1390625	4.139875	4.060625	4.1294375	4.1365625	4.3066875
852	0.44825	0.4496875	0.4266875	0.429375	0.45325	0.461875	4.136875	4.1379375	4.060625	4.1294375	4.13425	4.3045
853	0.449	0.4520625	0.4266875	0.429375	0.45375	0.4639375	4.1383125	4.1395	4.060625	4.1294375	4.1355	4.305625
854	0.450125	0.4521875	0.4266875	0.429375	0.454375	0.4655	4.13875	4.14025	4.060625	4.1294375	4.1365	4.307375
855	0.4509375	0.4525625	0.4266875	0.429375	0.4549375	0.4663125	4.1395	4.141	4.060625	4.1294375	4.1373125	4.308
856	0.449375	0.4505	0.4266875	0.429375	0.4534375	0.4628125	4.137375	4.1391875	4.060625	4.1294375	4.13525	4.3054375
857	0.4510625	0.4514375	0.4266875	0.429375	0.45425	0.4641875	4.138875	4.140375	4.060625	4.1294375	4.136	4.3065625
858	0.451375	0.4525625	0.4266875	0.429375	0.4564375	0.464875	4.14	4.141125	4.060625	4.1294375	4.137625	4.3084375
859	0.4520625	0.453625	0.4266875	0.429375	0.458125	0.4655	4.141375	4.14125	4.060625	4.1294375	4.1378125	4.3088125
860	0.4504375	0.45175	0.4266875	0.429375	0.4540625	0.461125	4.138625	4.1394375	4.060625	4.1294375	4.135375	4.305125
861	0.451375	0.4530625	0.4266875	0.429375	0.4551875	0.463	4.1396875	4.141625	4.060625	4.1294375	4.136375	4.3060625
862	0.45175	0.454125	0.4266875	0.429375	0.456	0.465	4.1411875	4.141625	4.060625	4.1294375	4.137875	4.307375
863	0.45225	0.4560625	0.4266875	0.429375	0.456375	0.466	4.1415625	4.1424375	4.060625	4.1294375	4.1381875	4.3079375
864	0.45075	0.453	0.4266875	0.429375	0.4524375	0.4556875	4.1381875	4.1393125	4.060625	4.1294375	4.1331875	4.304875
865	0.4598125	0.46025	0.4310625	0.43375	0.464	0.4645	4.213375	4.2138125	4.135	4.2046875	4.2105	4.3819375
866	0.4610625	0.4610625	0.4310625	0.43375	0.4640625	0.4669375	4.2136875	4.2149375	4.135	4.2046875	4.2118125	4.383625
867	0.4611875	0.4631875	0.4310625	0.43375	0.464625	0.467625	4.21475	4.2150625	4.135	4.2046875	4.2119375	4.3840625
868	0.4583125	0.460625	0.4310625	0.43375	0.4635	0.464625	4.2123125	4.2138125	4.135	4.2046875	4.2098125	4.382375
869	0.46	0.4628125	0.4310625	0.43375	0.465	0.4654375	4.2145	4.2145625	4.135	4.2046875	4.2111875	4.382875
870	0.463	0.4623125	0.4310625	0.43375	0.466375	0.4675	4.2151875	4.21575	4.135	4.2046875	4.2126875	4.3843125
871	0.4628125	0.46275	0.4310625	0.43375	0.465625	0.4684375	4.21525	4.2168125	4.135	4.2046875	4.2133125	4.3848125
872	0.4595625	0.46175	0.4310625	0.43375	0.46375	0.4665	4.2135	4.2146875	4.135	4.2046875	4.21075	4.382875
873	0.4605	0.465	0.4310625	0.43375	0.465875	0.46625	4.2153125	4.2154375	4.135	4.2046875	4.21175	4.3839375
874	0.461375	0.4635625	0.4310625	0.43375	0.4673125	0.4675625	4.216125	4.2163125	4.135	4.2046875	4.2128125	4.386
875	0.4629375	0.4635625	0.4310625	0.43375	0.466125	0.47	4.2168125	4.2173125	4.135	4.2046875	4.213375	4.3866875
876	0.4600625	0.464375	0.4310625	0.43375	0.4643125	0.4649375	4.2143125	4.2151875	4.135	4.2046875	4.21075	4.3824375
877	0.461375	0.4636875	0.4310625	0.43375	0.466125	0.4653125	4.2155	4.217	4.135	4.2046875	4.211875	4.3831875
878	0.462875	0.4646875	0.4310625	0.43375	0.4671875	0.4666875	4.2159375	4.218125	4.135	4.2046875	4.2130625	4.384625
879	0.46425	0.4644375	0.4310625	0.43375	0.4664375	0.469375	4.2166875	4.2188125	4.135	4.2046875	4.2141875	4.38525
880	0.456125	0.4581875	0.4310625	0.43375	0.4576875	0.4611875	4.213625	4.215125	4.135	4.2046875	4.20825	4.3825
881	0.4633125	0.464125	0.4413125	0.4435	0.466875	0.476875	4.288625	4.289125	4.209625	4.2790625	4.285625	4.460125
882	0.463375	0.465875	0.4413125	0.4435	0.4690625	0.47725	4.2893125	4.2901875	4.209625	4.2790625	4.2863125	4.4610625
883	0.4654375	0.465625	0.4413125	0.4435	0.4685	0.4788125	4.2901875	4.291	4.209625	4.2790625	4.2873125	4.46175
884	0.462875	0.4641875	0.4413125	0.4435	0.46675	0.4780625	4.28825	4.2890625	4.209625	4.2790625	4.285375	4.4593125
885	0.4639375	0.466375	0.4413125	0.4435	0.469125	0.477125	4.2896875	4.290625	4.209625	4.2790625	4.286375	4.4610625
886	0.466125	0.465875	0.4413125	0.4435	0.4689375	0.479375	4.2905625	4.291375	4.209625	4.2790625	4.287125	4.4621875
887	0.465	0.4679375	0.4413125	0.4435	0.471125	0.479125	4.29125	4.292125	4.209625	4.2790625	4.2875625	4.463375
888	0.4644375	0.464625	0.4413125	0.4435	0.46725	0.4776875	4.289125	4.2899375	4.209625	4.2790625	4.2859375	4.4603125
889	0.4644375	0.4673125	0.4413125	0.4435	0.4685	0.478	4.290625	4.2914375	4.209625	4.2790625	4.286875	4.4618125
890	0.46575	0.4666875	0.4413125	0.4435	0.4694375	0.4805625	4.291375	4.291875	4.209625	4.2790625	4.2883125	4.4629375
891	0.465875	0.468375	0.4413125	0.4435	0.47225	0.48	4.292125	4.293	4.209625	4.2790625	4.2890625	4.4629375
892	0.4651875	0.4655625	0.4413125	0.4435	0.4675625	0.4765625	4.29	4.290875	4.209625	4.2790625	4.286125	4.4591875
893	0.46525	0.4675625	0.4413125	0.4435	0.4695	0.4770625	4.2911875	4.2926875	4.209625	4.2790625	4.2873125	4.460625
894	0.467375	0.4675625	0.4413125	0.4435	0.4696875	0.479875	4.2919375	4.2935	4.209625	4.2790625	4.288625	4.4624375
895	0.46675	0.4699375	0.4413125	0.4435	0.4723125	0.479125	4.2933125	4.293875	4.209625	4.2790625	4.2890625	4.4626875
896	0.466125	0.466875	0.4413125	0.4435	0.46775	0.4701875	4.289625	4.2904375	4.209625	4.2790625	4.284	4.459875
897	0.4731875	0.47575	0.445625	0.4495625	0.4781875	0.478625	4.3639375	4.36575	4.284	4.3539375	4.36125	4.53725
898	0.4751875	0.4755	0.445625	0.4495625	0.4785625	0.4809375	4.365375	4.365875	4.284	4.3539375	4.3625	4.5386875
899	0.4779375	0.47625	0.445625	0.4495625	0.479125	0.4819375	4.3665	4.3666875	4.284	4.3539375	4.362625	4.5395
900	0.472875	0.475375	0.445625	0.4495625	0.478	0.4785	4.36425	4.36475	4.284	4.3539375	4.361125	4.537125
901	0.474125	0.4779375	0.445625	0.4495625	0.4796875	0.479875	4.3651875	4.366625	4.284	4.3539375	4.3615625	4.5383125
902	0.4770625	0.4765	0.445625	0.4495625	0.48025	0.482875	4.3661875	4.3676875	4.284	4.3539375	4.363375	4.539125
903	0.477375	0.47725	0.445625	0.4495625	0.4800625	0.483	4.3673125	4.3680625	4.284	4.3539375	4.3635	4.54075
904	0.47475	0.475625	0.445625	0.4495625	0.477875	0.480375	4.3650625	4.3656875	4.284	4.3539375	4.3613125	4.5378125
905	0.4750625	0.479375	0.445625	0.4495625	0.4808125	0.4808125	4.3663125	4.3675625	4.284	4.3539375	4.3624375	4.5390625
906	0.4758125	0.47875	0.445625	0.4495625	0.481125	0.4820625	4.367375	4.36825	4.284	4.3539375	4.3639375	4.5405
907	0.479875	0.478125	0.445625	0.4495625	0.4819375	0.48275	4.3681875	4.3686875	4.284	4.3539375	4.3640625	4.5415625
908	0.477875	0.4761875	0.445625	0.4495625	0.478125	0.48075	4.3656875	4.366875	4.284	4.3539375	4.3620625	4.5368125
909	0.47675	0.4774375	0.445625	0.4495625	0.47925	0.4813125	4.3675	4.368375	4.284	4.3539375	4.3628125	4.538125
910	0.4766875	0.478625	0.445625	0.4495625	0.4803125	0.4823125	4.368375	4.36875	4.284	4.3539375	4.363625	4.5398125
911	0.477375	0.47975	0.445625	0.4495625	0.4829375	0.4821875	4.3686875	4.369875	4.284	4.3539375	4.364	4.5404375
912	0.47025	0.4726875	0.445625	0.4495625	0.4724375	0.475125	4.3656875	4.3665	4.284	4.3539375	4.3590625	4.537875
913	0.4775	0.478625	0.455875	0.45775	0.4814375	0.49225	4.4403125	4.4411875	4.358625	4.4289375	4.4356875	4.615625
914	0.478625	0.4794375	0.455875	0.45775	0.4824375	0.4935	4.441375	4.4411875	4.358625	4.4289375	4.438375	4.6155625
915	0.47975	0.480125	0.455875	0.45775	0.483375	0.493625	4.441125	4.443	4.358625	4.4289375	4.43675	4.618375
916	0.4773125	0.4783125	0.455875	0.45775	0.48125	0.491375	4.439875	4.4404375	4.358625	4.4289375	4.436625	4.6139375
917	0.4790625	0.4795625	0.455875	0.45775	0.4823125	0.4929375	4.44075	4.44225	4.358625	4.4289375	4.4369375	4.6168125
918	0.48	0.4803125	0.455875	0.45775	0.4834375	0.4943125	4.4421875	4.443	4.358625	4.4289375	4.4378125	4.6176875
919	0.4804375	0.481125	0.455875	0.45775	0.484625	0.49475	4.442625	4.4434375	4.358625	4.4289375	4.439	4.618875
920	0.4784375	0.479125	0.455875	0.45775	0.482125	0.49275	4.4408125	4.4416875	4.358625	4.4289375	4.436375	4.6163125
921	0.480125	0.4805	0.455875	0.45775	0.483375	0.4931875	4.4423125	4.4424375	4.358625	4.4289375	4.4388125	4.61675
922	0.4810625	0.4811875	0.455875	0.45775	0.4850625	0.4945	4.4426875	4.44425	4.358625	4.4289375	4.438375	4.619
923	0.4813125	0.4819375	0.455875	0.45775	0.4868125	0.4945	4.4434375	4.44425	4.358625	4.4289375	4.439125	4.619875
924	0.4811875	0.48	0.455875	0.45775	0.482875	0.4901875	4.4416875	4.4421875	4.358625	4.4289375	4.437125	4.614625
925	0.4808125	0.4825	0.455875	0.45775	0.4839375	0.4915625	4.4428125	4.444	4.358625	4.4289375	4.4375625	4.6169375
926	0.4805	0.4836875	0.455875	0.45775	0.4855625	0.4929375	4.44425	4.444375	4.358625	4.4289375	4.440125	4.6161875
927	0.4813125	0.4844375	0.455875	0.45775	0.48675	0.49425	4.444	4.44575	4.358625	4.4289375	4.43825	4.6195625
928	0.47975	0.481875	0.455875	0.45775	0.480875	0.487125	4.4413125	4.4414375	4.358625	4.4289375	4.4329375	4.6173125
929	0.4884375	0.490375	0.460125	0.4626875	0.492375	0.4941875	4.5158125	4.516	4.43275	4.5040625	4.51225	4.692875
930	0.4898125	0.4900625	0.460125	0.4626875	0.494	0.4945	4.5155625	4.5178125	4.43275	4.5040625	4.5125625	4.694125
931	0.4891875	0.493625	0.460125	0.4626875	0.494625	0.496375	4.5176875	4.517125	4.43275	4.5040625	4.513625	4.6946875
932	0.487875	0.4898125	0.460125	0.4626875	0.4925	0.494125	4.5144375	4.516875	4.43275	4.5040625	4.5111875	4.693375
933	0.4910625	0.4901875	0.460125	0.4626875	0.49425	0.4944375	4.5173125	4.517125	4.43275	4.5040625	4.51325	4.694375
934	0.489375	0.4943125	0.460125	0.4626875	0.494375	0.496875	4.517375	4.5178125	4.43275	4.5040625	4.513625	4.695
935	0.4915	0.49175	0.460125	0.4626875	0.495625	0.4974375	4.51775	4.519625	4.43275	4.5040625	4.5138125	4.6963125
936	0.488875	0.4909375	0.460125	0.4626875	0.493125	0.4941875	4.516625	4.5165	4.43275	4.5040625	4.51225	4.694125
937	0.489875	0.49275	0.460125	0.4626875	0.4935625	0.4963125	4.5174375	4.5183125	4.43275	4.5040625	4.5135	4.6949375
938	0.4915	0.491875	0.460125	0.4626875	0.4958125	0.496625	4.517875	4.5196875	4.43275	4.5040625	4.514375	4.696625
939	0.491	0.493375	0.460125	0.4626875	0.4955	0.4989375	4.5193125	4.5194375	4.43275	4.5040625	4.5148125	4.6971875
940	0.4921875	0.490625	0.460125	0.4626875	0.493125	0.49325	4.5175	4.517	4.43275	4.5040625	4.512875	4.691875
941	0.491125	0.4929375	0.460125	0.4626875	0.4949375	0.495	4.518	4.519875	4.43275	4.5040625	4.513375	4.69425
942	0.491375	0.4933125	0.460125	0.4626875	0.4951875	0.496875	4.5188125	4.520625	4.43275	4.5040625	4.51425	4.6956875
943	0.493	0.4938125	0.460125	0.4626875	0.4970625	0.4966875	4.5205	4.520375	4.43275	4.5040625	4.515625	4.6966875
944	0.48475	0.487625	0.460125	0.4626875	0.4859375	0.4901875	4.5171875	4.5165625	4.43275	4.5040625	4.510125	4.6939375
945	0.4921875	0.493125	0.47075	0.4721875	0.4973125	0.504875	4.5913125	4.592125	4.505625	4.579875	4.5871875	4.770125
946	0.492375	0.49475	0.47075	0.4721875	0.4970625	0.507875	4.592375	4.593	4.505625	4.579875	4.587875	4.77175
947	0.4946875	0.495	0.47075	0.4721875	0.4985	0.50725	4.5931875	4.593375	4.505625	4.579875	4.5890625	4.772125
948	0.491625	0.4939375	0.47075	0.4721875	0.4964375	0.50575	4.5913125	4.5914375	4.505625	4.579875	4.586875	4.7699375
949	0.493125	0.4950625	0.47075	0.4721875	0.497875	0.5069375	4.5920625	4.5933125	4.505625	4.579875	4.58775	4.772
950	0.494375	0.4951875	0.47075	0.4721875	0.4986875	0.508	4.5931875	4.594	4.505625	4.579875	4.589375	4.7731875
951	0.494	0.4970625	0.47075	0.4721875	0.49875	0.509375	4.59425	4.5948125	4.505625	4.579875	4.59	4.7736875
952	0.4931875	0.494125	0.47075	0.4721875	0.497625	0.5059375	4.5921875	4.592625	4.505625	4.579875	4.5875	4.77175
953	0.49375	0.4956875	0.47075	0.4721875	0.497875	0.5075625	4.5933125	4.594125	4.505625	4.579875	4.5889375	4.7726875
954	0.4945	0.4963125	0.47075	0.4721875	0.4988125	0.509625	4.5940625	4.5949375	4.505625	4.579875	4.59025	4.7735
955	0.49575	0.4965	0.47075	0.4721875	0.5011875	0.509375	4.5951875	4.5953125	4.505625	4.579875	4.5905	4.77475
956	0.493125	0.4955	0.47075	0.4721875	0.4969375	0.5053125	4.592625	4.5935	4.505625	4.579875	4.5878125	4.7698125
957	0.4948125	0.4965625	0.47075	0.4721875	0.4983125	0.5068125	4.593875	4.595	4.505625	4.579875	4.589	4.7715625
958	0.496125	0.496625	0.47075	0.4721875	0.49975	0.50775	4.594625	4.596125	4.505625	4.579875	4.5905	4.773125
959	0.496	0.498875	0.47075	0.4721875	0.4993125	0.50925	4.5953125	4.596875	4.505625	4.579875	4.5908125	4.7735625
960	0.494625	0.496625	0.47075	0.4721875	0.4954375	0.50025	4.5919375	4.593125	4.505625	4.579875	4.585375	4.7710625
961	0.5029375	0.504625	0.4753125	0.4771875	0.506875	0.5090625	4.666875	4.6678125	4.581875	4.653375	4.6624375	4.8479375
962	0.504	0.505375	0.4753125	0.4771875	0.5085625	0.5105	4.66725	4.6685625	4.581875	4.653375	4.66375	4.849125
963	0.5053125	0.506875	0.4753125	0.4771875	0.5090625	0.5108125	4.668375	4.6693125	4.581875	4.653375	4.6644375	4.84975
964	0.50275	0.503875	0.4753125	0.4771875	0.5068125	0.5078125	4.6665625	4.667375	4.581875	4.653375	4.6620625	4.8478125
965	0.504375	0.50525	0.4753125	0.4771875	0.5083125	0.5098125	4.667625	4.6691875	4.581875	4.653375	4.6631875	4.848875
966	0.50675	0.5059375	0.4753125	0.4771875	0.508875	0.510875	4.668375	4.6699375	4.581875	4.653375	4.664375	4.8500625
967	0.5066875	0.5065625	0.4753125	0.4771875	0.5098125	0.511875	4.6695	4.670375	4.581875	4.653375	4.665375	4.850625
968	0.5043125	0.5043125	0.4753125	0.4771875	0.507875	0.5090625	4.6670625	4.668625	4.581875	4.653375	4.6629375	4.848125
969	0.50625	0.50625	0.4753125	0.4771875	0.508875	0.5108125	4.6685625	4.6693125	4.581875	4.653375	4.663875	4.8499375
970	0.5056875	0.5066875	0.4753125	0.4771875	0.5101875	0.511875	4.6693125	4.670375	4.581875	4.653375	4.6648125	4.851125
971	0.506125	0.507625	0.4753125	0.4771875	0.5104375	0.5125	4.6700625	4.6711875	4.581875	4.653375	4.6661875	4.8515625
972	0.5065	0.5058125	0.4753125	0.4771875	0.5078125	0.508125	4.6679375	4.6694375	4.581875	4.653375	4.663625	4.8474375
973	0.5065	0.5068125	0.4753125	0.4771875	0.5094375	0.5095625	4.670125	4.67025	4.581875	4.653375	4.6645625	4.8490625
974	0.50625	0.507875	0.4753125	0.4771875	0.510125	0.5109375	4.6705	4.6710625	4.581875	4.653375	4.664875	4.850625
975	0.5070625	0.5083125	0.4753125	0.4771875	0.510875	0.5120625	4.67125	4.6720625	4.581875	4.653375	4.6666875	4.8505625
976	0.5001875	0.500875	0.4753125	0.4771875	0.50075	0.505	4.6675625	4.6686875	4.581875	4.653375	4.660875	4.8483125
977	0.5064375	0.508	0.484125	0.4874375	0.510875	0.5200625	4.74175	4.7433125	4.6561875	4.728375	4.737875	4.9255
978	0.5071875	0.509	0.484125	0.4874375	0.5121875	0.52125	4.7425	4.7443125	4.6561875	4.728375	4.7395	4.926875
979	0.5079375	0.510125	0.484125	0.4874375	0.513375	0.5216875	4.7441875	4.744125	4.6561875	4.728375	4.7395625	4.927125
980	0.5061875	0.508125	0.484125	0.4874375	0.5113125	0.519875	4.742	4.7425	4.6561875	4.728375	4.7375625	4.9248125
981	0.5080625	0.5095625	0.484125	0.4874375	0.511875	0.5215	4.7425625	4.745	4.6561875	4.728375	4.73925	4.9266875
982	0.508875	0.5098125	0.484125	0.4874375	0.51275	0.52275	4.7446875	4.7445	4.6561875	4.728375	4.740125	4.9278125
983	0.5086875	0.510625	0.484125	0.4874375	0.513625	0.5238125	4.744375	4.74625	4.6561875	4.728375	4.740875	4.928875
984	0.506625	0.5086875	0.484125	0.4874375	0.5123125	0.5208125	4.74325	4.74275	4.6561875	4.728375	4.7385	4.9259375
985	0.508375	0.5105	0.484125	0.4874375	0.5125	0.5220625	4.744	4.7453125	4.6561875	4.728375	4.7399375	4.92725
986	0.509	0.5106875	0.484125	0.4874375	0.5141875	0.5239375	4.745125	4.7456875	4.6561875	4.728375	4.7405	4.92875
987	0.509875	0.5115	0.484125	0.4874375	0.5141875	0.5245625	4.744875	4.747125	4.6561875	4.728375	4.74125	4.9295
988	0.5078125	0.5100625	0.484125	0.4874375	0.511625	0.519625	4.744125	4.74425	4.6561875	4.728375	4.738875	4.92425
989	0.508875	0.51125	0.484125	0.4874375	0.5130625	0.5215625	4.7445625	4.7465	4.6561875	4.728375	4.740125	4.9264375
990	0.5108125	0.511125	0.484125	0.4874375	0.514	0.5229375	4.74575	4.7465625	4.6561875	4.728375	4.74075	4.927625
991	0.511625	0.512875	0.484125	0.4874375	0.514375	0.5241875	4.7470625	4.746625	4.6561875	4.728375	4.741375	4.9285
992	0.509125	0.5110625	0.484125	0.4874375	0.51	0.51475	4.74275	4.7445625	4.6561875	4.728375	4.7360625	4.9259375
993	0.517625	0.519375	0.4896875	0.4916875	0.522125	0.5226875	4.818	4.81825	4.730375	4.80325	4.8134375	5.0028125
994	0.5186875	0.5201875	0.4896875	0.4916875	0.52275	0.524125	4.818875	4.819375	4.730375	4.80325	4.8146875	5.00425
995	0.51875	0.521125	0.4896875	0.4916875	0.5229375	0.5245	4.8195625	4.81975	4.730375	4.80325	4.8150625	5.004875
996	0.517	0.518375	0.4896875	0.4916875	0.5215	0.522625	4.818	4.817875	4.730375	4.80325	4.8131875	5.003
997	0.5185625	0.52125	0.4896875	0.4916875	0.523375	0.5239375	4.8195	4.8194375	4.730375	4.80325	4.8145625	5.003875
998	0.519125	0.5205	0.4896875	0.4916875	0.523625	0.525625	4.819875	4.820125	4.730375	4.80325	4.8156875	5.005125
999	0.519625	0.5210625	0.4896875	0.4916875	0.524125	0.5264375	4.8199375	4.821875	4.730375	4.80325	4.816	5.005875
1000	0.518	0.5196875	0.4896875	0.4916875	0.5220625	0.52325	4.8185625	4.818375	4.730375	4.80325	4.813875	5.0036875
1001	0.5190625	0.5205	0.4896875	0.4916875	0.52275	0.5243125	4.820375	4.82025	4.730375	4.80325	4.8146875	5.0048125
1002	0.5198125	0.5213125	0.4896875	0.4916875	0.5248125	0.5264375	4.8198125	4.8219375	4.730375	4.80325	4.8160625	5.0065
1003	0.5208125	0.52175	0.4896875	0.4916875	0.5245	0.527125	4.821875	4.82175	4.730375	4.80325	4.816375	5.0066875
1004	0.518375	0.52125	0.4896875	0.4916875	0.523	0.52225	4.8184375	4.820625	4.730375	4.80325	4.8138125	5.0028125
1005	0.5198125	0.521375	0.4896875	0.4916875	0.523125	0.5246875	4.821	4.8215	4.730375	4.80325	4.815	5.0036875
1006	0.5205	0.522125	0.4896875	0.4916875	0.5244375	0.5254375	4.821	4.8229375	4.730375	4.80325	4.816875	5.0054375
1007	0.5219375	0.522875	0.4896875	0.4916875	0.524875	0.5268125	4.8226875	4.822625	4.730375	4.80325	4.8175	5.005625
1008	0.5148125	0.5158125	0.4896875	0.4916875	0.515875	0.5195	4.8183125	4.8195	4.730375	4.80325	4.8116875	5.0035625
1009	0.521375	0.5228125	0.499	0.5020625	0.525625	0.5344375	4.89325	4.8938125	4.805	4.8776875	4.8888125	5.08075
1010	0.52175	0.5235	0.499	0.5020625	0.52675	0.5359375	4.894375	4.894875	4.805	4.8776875	4.89075	5.0816875
1011	0.5224375	0.52475	0.499	0.5020625	0.5270625	0.536625	4.8945	4.896	4.805	4.8776875	4.8904375	5.0826875
1012	0.521	0.5225625	0.499	0.5020625	0.525375	0.53475	4.89325	4.8938125	4.805	4.8776875	4.88925	5.07975
1013	0.52225	0.523625	0.499	0.5020625	0.5269375	0.536	4.8946875	4.8949375	4.805	4.8776875	4.889375	5.08175
1014	0.523625	0.5245625	0.499	0.5020625	0.527875	0.5368125	4.8948125	4.896375	4.805	4.8776875	4.891375	5.082875
1015	0.5230625	0.525625	0.499	0.5020625	0.5289375	0.538125	4.8959375	4.8964375	4.805	4.8776875	4.89225	5.0831875
1016	0.52175	0.523375	0.499	0.5020625	0.52625	0.5355	4.8938125	4.8943125	4.805	4.8776875	4.888875	5.0816875
1017	0.5233125	0.524625	0.499	0.5020625	0.52725	0.5364375	4.8953125	4.8965	4.805	4.8776875	4.8910625	5.0819375
1018	0.524	0.52525	0.499	0.5020625	0.529	0.53875	4.89575	4.89725	4.805	4.8776875	4.892375	5.0834375
1019	0.524875	0.526125	0.499	0.5020625	0.5286875	0.53925	4.89675	4.8973125	4.805	4.8776875	4.891625	5.0851875
1020	0.5225625	0.5245	0.499	0.5020625	0.5259375	0.534625	4.8946875	4.8955625	4.805	4.8776875	4.8901875	5.0798125
1021	0.524	0.5254375	0.499	0.5020625	0.5268125	0.535625	4.8965	4.8966875	4.805	4.8776875	4.8915	5.0811875
1022	0.524375	0.52625	0.499	0.5020625	0.52875	0.537375	4.896875	4.8974375	4.805	4.8776875	4.8913125	5.0835
1023	0.52625	0.5275	0.499	0.5020625	0.5295625	0.5385	4.897375	4.898875	4.805	4.8776875	4.893125	5.0829375
1024	0.523875	0.5253125	0.499	0.5020625	0.524875	0.528875	4.894625	4.8951875	4.805	4.8776875	4.886375	5.0816875
1025	0.5316875	0.53375	0.5039375	0.5065625	0.53625	0.5380625	4.969	4.9698125	4.8798125	4.9525	4.9643125	5.15825
1026	0.5331875	0.534875	0.5039375	0.5065625	0.5366875	0.5393125	4.96975	4.9706875	4.8798125	4.9525	4.9659375	5.159625
1027	0.53325	0.5354375	0.5039375	0.5065625	0.5374375	0.540125	4.9705	4.9713125	4.8798125	4.9525	4.966375	5.1601875
1028	0.5314375	0.53275	0.5039375	0.5065625	0.5356875	0.5371875	4.9683125	4.9691875	4.8798125	4.9525	4.9645625	5.157875
1029	0.533125	0.5354375	0.5039375	0.5065625	0.537	0.5385	4.970125	4.971	4.8798125	4.9525	4.9658125	5.1590625
1030	0.5334375	0.5350625	0.5039375	0.5065625	0.5380625	0.5403125	4.970875	4.97175	4.8798125	4.9525	4.9669375	5.1608125
1031	0.53375	0.536	0.5039375	0.5065625	0.5390625	0.540875	4.97175	4.9725	4.8798125	4.9525	4.9675	5.1613125
1032	0.5331875	0.5346875	0.5039375	0.5065625	0.5369375	0.5376875	4.9695	4.9704375	4.8798125	4.9525	4.96475	5.159
1033	0.533375	0.5356875	0.5039375	0.5065625	0.537875	0.5389375	4.970625	4.9711875	4.8798125	4.9525	4.9663125	5.1600625
1034	0.533875	0.5360625	0.5039375	0.5065625	0.538625	0.5413125	4.97175	4.972625	4.8798125	4.9525	4.9676875	5.1611875
1035	0.5349375	0.5368125	0.5039375	0.5065625	0.5396875	0.5415625	4.9724375	4.973375	4.8798125	4.9525	4.967625	5.1619375
1036	0.533625	0.535125	0.5039375	0.5065625	0.5365625	0.5374375	4.970375	4.97125	4.8798125	4.9525	4.9651875	5.1580625
1037	0.5343125	0.5355	0.5039375	0.5065625	0.5378125	0.5380625	4.9719375	4.9726875	4.8798125	4.9525	4.966375	5.1591875
1038	0.5350625	0.537	0.5039375	0.5065625	0.539125	0.5396875	4.972625	4.9735	4.8798125	4.9525	4.9679375	5.161
1039	0.5359375	0.5374375	0.5039375	0.5065625	0.539875	0.5411875	4.9733125	4.97425	4.8798125	4.9525	4.96825	5.16125
1040	0.529	0.530625	0.5039375	0.5065625	0.530125	0.534	4.97	4.9708125	4.8798125	4.9525	4.9629375	5.158875
1041	0.5360625	0.5375	0.5135625	0.516875	0.540125	0.54925	5.044125	5.045	4.954625	5.0271875	5.0406875	5.2355
1042	0.5365	0.538	0.5135625	0.516875	0.5415	0.550625	5.0448125	5.046125	4.954625	5.0271875	5.0413125	5.2368125
1043	0.537625	0.5385625	0.5135625	0.516875	0.5419375	0.550875	5.046	5.0465	4.954625	5.0271875	5.0420625	5.2374375
1044	0.5350625	0.5370625	0.5135625	0.516875	0.5399375	0.5493125	5.0438125	5.0449375	4.954625	5.0271875	5.040125	5.2354375
1045	0.5365625	0.538625	0.5135625	0.516875	0.54125	0.5505	5.0459375	5.046125	4.954625	5.0271875	5.04125	5.2368125
1046	0.5378125	0.5390625	0.5135625	0.516875	0.5425625	0.5519375	5.0463125	5.0468125	4.954625	5.0271875	5.042125	5.2381875
1047	0.538	0.5403125	0.5135625	0.516875	0.543	0.552375	5.0470625	5.047625	4.954625	5.0271875	5.0429375	5.238875
1048	0.5359375	0.5378125	0.5135625	0.516875	0.5409375	0.5495	5.044625	5.0458125	4.954625	5.0271875	5.040875	5.2363125
1049	0.53725	0.5393125	0.5135625	0.516875	0.5416875	0.5514375	5.0465	5.047375	4.954625	5.0271875	5.0420625	5.2375625
